license_num,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
CAL-133425,Active,Night Club,2014-09-12,2022-12-31,"J.P. Partners, Inc.",Canary Square,1 DISC JOCKEY DANCING PATRONS KARAOKE INSTRUMENTAL VOCAL MUSIC TO STOP 12 30 M THURSDAY THOUGH SATURDAY SUNDAY THROUGH WEDNESDAY ABOVE ENTERTAINMENT MUST 00 2 IS NOT EXCEED FIVE PERFORMERS 3 OUTDOOR SPEAKERS MAY FACE MORAINE STREET SIDE 4 CAPACITY PREMISES 150 PERSONS INSIDE 52 OUTSIDE,,Michael S Moxley,Michael S Moxley,(617)524-2500,,435-439 S Huntington AVE,Jamaica Plain,MA,02130,761099.089616537,2941798.38604765
CAL-133427,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Stellar Restaurant Group, Inc.",Boloco,1 HOURS ENTERTAINMENT SUNDAY THURSDAY 7 00 AM to 11 PM FRIDAY SATURDAY 2 AM2 IS NOT PERMITTED OUTSIDE 3 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M PER CITY BOSTON S NOISE ORDINANCE,,Paulina Gonzalez,Paulina Gonzalez,(617)369-9087,,1080-1078   Boylston ST,Boston,MA,02215,767529.459286526,2951727.08551289
CAL-133429,Active,Live Entertainment,2014-09-12,2023-12-31,"Trinity Ashmont Restaurant , LLC",Tavolo,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO THREE INSTRUMENTALISTS ONE VOCALIST 2 FLOOR SHOW CONSIST COMEDY PERFORMANCES ONLY 3 THERE BE NO DANCING ESTABLISHMENT 4 COVER CHARGE 5 ALL WINDOWS DOORS MUST CLOSED WHEN LIVE ENTERTAINMENT BEGINS OR LATER THAN 11 00 PM UNLESS OTHERWISE RESTRICTED,"1918 Dorchester Avenue, Dorchester, MA 02124",CHRIS DOUGLASS,CHRIS DOUGLASS,(617)825-4300,,1918-  Dorchester AVE,Dorchester,MA,02124,774018.575214374,2928894.04652388
CAL-133435,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Tu Metapan Restaurant, Inc.",Tu Metapan Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Luis Barrientos,Luis Barrientos,(617)818-6109,,295-297   Bennington ST,East Boston,MA,02128,783662.20448555,2963395.15297976
CAL-133436,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Yu & Chow, Inc.",Chinese Dragon,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Helen Zhou,Helen Zhou,(617)569-0300,,380-   Chelsea ST,East Boston,MA,02128,783677.214149564,2963612.43707596
CAL-133439,Active,Night Club,2014-09-12,2023-12-31,Santa Food Corporation,Rincon Caribeno Restaurant,1 LIVE ENTERTAINMENT CONSISTING INSTRUMENTAL VOCAL MUSIC DISC JOCKEY DANCING PATRONS KARAOKE FLOOR SHOW MAY ONLY TAKE PLACE ON THURSDAYS FRIDAYS SATURDAYS SUNDAYS FROM 9 00 PM TO AM 2 IS LIMITED ONE COMEDIAN 3 DOORS WINDOWS MUST BE KEPT CLOSED WHILE ONGOING PREVENT EMANATION NOISE IN ADDITION ALL SHUT 11 REGARDLESS WHETHER ESTABLISHMENT OFFERING OR NON 4 NOT PERMITTED OUTSIDE 5 SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S ORDINANCE 6 UP EIGHT 8 PERFORMERS FIVE,,Dawryn Pinales,Dawryn Pinales,(617)858-7788,,18-   Fairmount AVE,Hyde Park,MA,02136,758823.000014424,2918430.00000988
CAL-133441,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Two Avenues, Inc.",Deuxave,1 CAPACITY PREMISES IS 98 PEOPLE WITH 93 SEATED 6 STANDING 2 ENTERTAINMENT NOT PERMITTED OUTSIDE 3 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 4 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Brian PIccini,Brian PIccini,(617)227-5011,(617)517-5915,59-61   Massachusetts AVE,Boston,MA,02115,767253.595862269,2952650.67220175
CAL-133442,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Jung Enterprises, Inc.",@ Union,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"174 Harvard Avenue, Allston, MA 02134",Jinsun Cho Niland,Jinsun Cho Niland,(617)779-0077,,174-  Harvard AVE,Allston,MA,02134,755843.669323653,2953264.33114633
CAL-133445,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #7804,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,LISA BAKER,LISA BAKER,(206)318-1442,,283-   Longwood AVE,Boston,MA,02115,763102.062226415,2948440.13395783
CAL-133446,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Cofffee #822,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,LISA BAKER,LISA BAKER,(206)318-1442,,441-   Stuart ST,Boston,MA,02116,770790.346649572,2952352.38896948
CAL-133448,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #14138,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,LISA BAKER,LISA BAKER,(206)318-1442,,440-  William F McClellan HWY,East Boston,MA,02128,787725.972201347,2968791.18517679
CAL-133450,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #22253,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,Tim Waites,Tim Waites,(508)655-8241,,1304-1312   Commonwealth AVE,Allston,MA,02134,755055.332855024,2952212.11887386
CAL-133451,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Sheesha Lounge LLC,Sheesha Lounge,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Mark Burke,Mark Burke,(617)782-7433,(617)308-5676,417-433   Cambridge ST,Allston,MA,02134,755077.342026934,2954648.04074761
CAL-133453,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Pho Basil Inc.,Pho Basil,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,"177A Massachusetts Avenue, Boston, MA 02115",Witoon Shotitana,Witoon Shotitana,(617)262-5377,,177A-  Massachusetts AVE,Boston,MA,02115,767708.665494695,2951340.92986454
CAL-133454,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Fuente Cleaning Services Inc.,Billares Colombia,1 Board games to include card No gambling or use chips markers permitted 2 Doors windows must be closed 9pm regardless type entertainment offered 3 Entertainment is not outside 4 Sound exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Rigoberto Restrepo,Rigoberto Restrepo,(617)462-0690,,28-  Bennington ST,East Boston,MA,02128,780921.183522999,2962122.86485058
CAL-133457,Active,Live Entertainment,2014-09-12,2023-12-31,"KBG, Inc.",Kelleher's Bar & Grille,1 THERE IS TO BE NO DANCING ESTABLISHMENT 2 ENTERTAINMENT NOT PERMITTED OUTSIDE 3 SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Michael Delamere,Michael Delamere,(617)325-1222,(617)872-7978,1410-1420   Centre ST,Roslindale,MA,02131,754599.970698491,2932348.29653485
CAL-133458,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Verviene Inc.,Coppa,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jamie Bissonnette,Jamie Bissonnette,(617)391-0902,,253-253A   Shawmut AVE,Roxbury,MA,02118,772763.751835406,2950475.64045572
CAL-133461,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Little Q Company, Inc.",Q Restaurant,,,Billy Gu,Billy Gu,(626)757-0791,,660-  Washington ST,Boston,MA,02111,774444.971324965,2953546.49265058
CAL-133472,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"H and M Restaurant, Inc.",Sofia Italian Steakhouse,1 CAPACITY IS BROKEN DOWN AS FOLLOWS 180 PERSONS SEATED 29 STANDING 2 ENTERTAINMENT NOT PERMITTED OUTSIDE 3 NOISE LEVELS TO EXCEED 50 DB ANY TIME MAY 70 BETWEEN 11PM 7AM PER BOSTON ORDINANCE,,Debra Williams,Debra Williams,,,1436-  VFW PW,West Roxbury,MA,02132,744967.678692213,2923910.87199351
CAL-133475,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"Chipotle Mexican Grill of Colorado, LLC",Chipotle Mexican Grill #1224,,"148 Brookline Avenue, Boston, MA 02215",Scott Jacobsen,Scott Jacobsen,(617)323-2788,,148-  Brookline AVE,Boston,MA,02215,764124.75678577,2950842.49390742
CAL-133477,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Remington & Cali LLC,Americano Espresso Bar,,,David Cali,David Cali,(617)569-9155,,155-157   Meridian ST,East Boston,MA,02128,780765.945058852,2961598.33797009
CAL-133478,Active,Non-Live Entertainment,2014-09-12,2022-12-31,High Middle Corp.,Slate Bar & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,"109 High Street, Boston, MA 02108",Brendan Feeney,Brendan Feeney,(617)698-2261,,109-115   High ST,Boston,MA,02110,776625.999999002,2954610.00001158
CAL-133479,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"SMH, LLC",Darbar Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Naureen Khalid,Naureen Khalid,(617)779-8800,,130-138 N Beacon ST,Brighton,MA,02135,752186.112328246,2954550.90612352
CAL-133485,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"Chipotle Mexican Grill of Colorado, LLC",Chipotle Mexican Grill #1520,,,Andrew Trinchitella,Andrew Trinchitella,(516)457-9340,,101-103   Summer ST,Boston,MA,02110,775574.207486019,2954197.3522352
CAL-133486,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Newbury Guest House, Inc.",La Voile,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Jerome Bergere,Jerome Bergere,(617)587-4200,,261-   Newbury ST,Boston,MA,02116,768804.999991715,2952710.0000098
CAL-133487,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Tri'Ur, Inc.",The Salty Pig,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 ALL WINDOWS DOORS MUST BE CLOSED DURING LIVE 3 TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,James Cochener,James Cochener,(617)308-8607,,130-   Dartmouth ST,Boston,MA,02116,770758.999993533,2951680.00000885
CAL-133489,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"Render Coffee, LLC",Render Coffee,,,Christopher Dadey,Christopher Dadey,(617)794-4121,,563-567  Columbus AV,Roxbury,MA,02118,769312.109176189,2949617.71171893
CAL-133493,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Coffee Co.,Starbucks Coffee #869,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,"75-101 Federal Street, Boston, MA 02210",LISA BAKER,LISA BAKER,(206)318-1442,,75-101  Federal ST,Boston,MA,02110,775948.843248179,2954805.20783213
CAL-133494,Active,Live Entertainment,2014-09-12,2023-12-31,Alwadi Restaurant LLC,Alwadi Restaurant,1 FLOOR SHOW IS TO CONSIST ONE DANCE PERFORMER 2 INSTRUMENTAL MUSIC UNAMPLIFIED INSTRUMENT ACCOMPANYING 3 DOORS WINDOWS MUST BE SHUT WHENEVER LIVE ENTERTAINMENT TAKING PLACE 11 00 PM REGARDLESS TYPE OCCURRING 4 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Ghassan Samaha,Ghassan Samaha,(508)369-1471,,1249     VFW PKWY,West Roxbury,MA,02132,744767.059649333,2926223.70763314
CAL-133498,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Starbucks Corporation,Starbucks Coffee #857,1 No entertainment permitted outside 2 Noise levels shall not exceed 70 dB any time may 50 between 11pm 7am per Boston Ordinance,,LISA BAKER,LISA BAKER,(206)318-1442,,222-   Cambridge ST,Boston,MA,02114,773332.999995932,2956870.00001368
CAL-133500,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Eagles Deli, Inc.",Eagles Deli,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Yousaf Osmani,Yousaf Osmani,(617)731-3232,,1918-1920   Beacon ST,Brighton,MA,02135,751026.781351164,2947854.14698128
CAL-133501,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Buttery Corporation,South End Buttery,,,RICHARD GORDON,RICHARD GORDON,,,314-   Shawmut AVE,Roxbury,MA,02118,772338.293627009,2949978.96493527
CAL-133502,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Allston Venture Five, Inc.",The Avenue Bar & Grill,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Douglas Bacon,Douglas Bacon,(617)543-9400,,1249-   Commonwealth AVE,Allston,MA,02134,755601.861451417,2952859.86608996
CAL-133503,Active,Non-Live Entertainment,2014-09-12,2022-12-31,"132 Brookline Ave, LLC",Sal's Pizza,,,Peter Ackerman,Peter Ackerman,(978)291-0220,,51-  Brookline AVE,Boston,MA,02215,764655.24709186,2951850.40775301
CAL-133504,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Taste's on the Fly Boston, LLC",Boston Beer Works- Pier C,,"300 Terminal C- Logan Airport, East Boston, MA 02128",Antonio Alicea,Antonio Alicea,,,300     Logan Airport Terminal C  ,East Boston,MA,02128,0,0
CAL-133509,Active,Live Entertainment,2014-09-12,2023-12-31,Mass Bay Brewing Company,Harpoon Brewery,1 CAPACITY NOT TO EXCEED 398 PERSONS 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED 5 PERFORMERS 3 DISC JOCKEY MUST CEASE 12 00A M 4 ENTERTAINMENT PERMITTED OUTSIDE ALL WINDOWS DOORS BE CLOSED DURING LIVE 6 70 DECIBELS ANY TIME 50 BETWEEN 11 P 7 PER CITY BOSTON S NOISE ORDIANCE,,Charles Storey,Charles Storey,,,306     Northern AVE,Boston,MA,02210,782096.859742374,2951790.01984732
CAL-133512,Active,Non-Live Entertainment,2014-09-12,2023-12-31,BBRG Waterfront TR LLC,Joe's American Bar & Grill,1 CAPACITY FIRST FLOOR IS 138 PERSONS 2 SECOND 178 3 OUTSIDE SEATING 68 ENTERTAINMENT NOT PERMITTED 4 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Jessica Hassan,Jessica Hassan,,,100-   Atlantic AVE,Boston,MA,02111,777603.999999911,2957250.00001404
CAL-133513,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"BBRG TR, LLC",Atlantic Fish Company,1 CAPACITY BASEMENT IS 20 PERSONS 2 FIRST FLOOR 173 3 ON PATIO 23 4 ENTERTAINMENT NOT PERMITTED OUTSIDE 5 NOISE LEVELS TO EXCEED 50 DB ANY TIME MAY 70 BETWEEN 11PM 7AM PER BOSTON ORDINANCE,,Matthew Sentas,Matthew Sentas,,,761-   Boylston ST,Boston,MA,02116,769373.117752254,2952609.96144971
CAL-133516,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"KF Boston, Inc",Seoul Soulongtang,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Jung Hoo Park,Jung Hoo Park,(774)270-4577,,1243-1245   Commonwealth AVE,Allston,MA,02134,755677.37588349,2952900.27904999
CAL-133518,Active,Live Entertainment,2014-09-12,2023-12-31,Suffolk University,Modern Theater at Suffolk University,1 LICENSEE MUST PROVIDE ADVANCE WRITTEN NOTICE TO THIS DIVISION LEAST 48 HOURS WHEN FEATURING EVENTS OPEN GENERAL PUBLIC WITH LIVE ENTERTAINMENT WHICH TICKETS HAVE BEEN SOLD IS CONTAIN INFORMATION ON TYPE ITS LOCATION IN FACILITY HOUR OPERATION CONDITION REMAIN EFFECT UNTIL FURTHER FROM 2 DOORS WINDOWS BE KEPT CLOSED WHILE ONGOING PREVENT EMANATION NOISE ADDITION ALL SHUT 11 00 P M REGARDLESS WHETHER ESTABLISHMENT OFFERING OR NON 3 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 7 PER CITY BOSTON S ORDINANCE,,James Bernhardt,James Bernhardt,,,525-  Washington ST,Boston,MA,02111,774533.53570348,2954384.13808729
CAL-133522,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Murasaki, Inc.",Umai Japanese Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,Florence Lee,Florence Lee,(617)947-1657,,224-  Newbury ST,Boston,MA,02116,769387.255510664,2952748.44213634
CAL-133523,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"El Embajador Restaurant, Inc.",El Embajador Restaurant,1 ENTERTAINMENT IS NOT PERMITTED OUTSIDE 2 SOUND TO EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,JUAN TEJADA,JUAN TEJADA,,,3371-3375  Washington ST,Jamaica Plain,MA,02130,762968.219141119,2937890.39839929
CAL-133527,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Zenzero, LLC",Trade,1 Entertainment is not permitted outside 2 All windows amp doors must be closed during live entertainment 3 Sound to exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Eric Papachristos,Eric Papachristos,(617)442-9464,,518-540   Atlantic AVE,Boston,MA,02110,776993.696847026,2954235.09026837
CAL-133529,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Delta Air Lines, Inc.",Delta Sky Club,1 12 monitors to be used mood board with advertisements may show up 5 different programming,"Terminal A-Logan International Airport, East Boston, MA 02128",Rebecca Bassila,Rebecca Bassila,(404)715-4101,,"      Logan Airport, Terminal A  ",East Boston,MA,02128,0,0
CAL-133530,Active,Night Club,2014-09-12,2023-12-31,The Wildrovers Incorporated,The Wild Rover,1 CAPACITY LOWER LEVEL IS 139 PERSONS 2 STREET 136 3 UPPER 189 4 INSTRUMENTAL VOCAL MUSIC LIMITED TO 6 PERFORMERS 5 THERE BE NO FLOOR SHOW ESTABLISHMENT ENTERTAINMENT NOT PERMITTED OUTSIDE 7 ALL WINDOWS DOORS MUST CLOSED DURING LIVE 8 SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M PER CITY BOSTON S NOISE ORDINANCE,,William Johnson,William Johnson,(617)593-9075,(617)593-9075,63-   Chatham ST,Boston,MA,02109,776721.999999091,2956380.00001323
CAL-133534,Active,Live Entertainment,2014-09-12,2023-12-31,"Isabella Stewart Gardner Museum, Inc.",Isabella Stewart Gardner Museum,1 REFER TO FIRE ASSEMBLY PERMITS amp BUILDING CERTIFICATES CAPACITY 2 FLOOR SHOW IS LIMITED DANCE PERFORMANCES 3 INSTRUMENTAL VOCAL MUSIC 20 PERFORMERS INSIDE VENUE 4 OUTSIDE COURTYARD CAN HAVE 8 PER YEAR WITH NO MORE THAN 5 ALL ENTERTAINMENT IN MUST CEASE LATER 11 00 PM 6 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 CITY BOSTON S NOISE ORDINANCE,"280 The Fenway, Boston, MA 02115",Clifford Rust,Clifford Rust,(617)278-5171,,280     Fenway  ,Boston,MA,02115,764624.337633264,2948729.36261184
CAL-133534,Active,Live Entertainment,2014-09-12,2023-12-31,"Isabella Stewart Gardner Museum, Inc.",Isabella Stewart Gardner Museum,1 REFER TO FIRE ASSEMBLY PERMITS amp BUILDING CERTIFICATES CAPACITY 2 FLOOR SHOW IS LIMITED DANCE PERFORMANCES 3 INSTRUMENTAL VOCAL MUSIC 20 PERFORMERS INSIDE VENUE 4 OUTSIDE COURTYARD CAN HAVE 8 PER YEAR WITH NO MORE THAN 5 ALL ENTERTAINMENT IN MUST CEASE LATER 11 00 PM 6 SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 CITY BOSTON S NOISE ORDINANCE,"280 The Fenway, Boston, MA 02115",Clifford Rust,Peter M Bryant,(617)278-5171,,280     Fenway  ,Boston,MA,02115,764624.337633264,2948729.36261184
CAL-133535,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Lufthansa German Airlines,Lufthansa Airline Lounge,,"500 Terminal E- Logan Airport, East Boston, MA 02128",Kendra Lombard,Kendra Lombard,,,"      Logan Airport, Terminal E  ",East Boston,MA,02128,0,0
CAL-133536,Active,Night Club,2014-09-12,2023-12-31,"Boston 1927 Lessee, Inc.",Boston Park Plaza Hotel & Towers,1 CAPACITY IS TO BE DETERMINED VIA REFERENCE FIRE ASSEMBLY PERMITS INSPECTION CERTIFICATE PREMISES 2 INSTRUMENTAL VOCAL MUSIC LIMITED 10 PERFORMERS 3 LIVE ENTERTAINMENT IN RESTAURANT LOUNGE AREAS NOT EXCEED 4 PERMITTED OUTSIDE 5 ALL WINDOWS DOORS MUST CLOSED DURING 6 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDIANCE,,Jonathan Crellin,Jonathan Crellin,(617)756-3697,,64     Arlington ST,Boston,MA,02116,772421.999995083,2953120.00001019
CAL-133541,Active,Live Entertainment,2014-09-12,2023-12-31,"425 Broadway, LLC",Lincoln,1 Instrumental vocal music is limited to 4 instrumentalists vocalist 2 Entertainment not permitted outside 3 All windows amp doors must be closed during live entertainment Sound exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,,Will Clark,Will Clark,(978)884-3155,,425-427 W Broadway ,South Boston,MA,02127,778497.06713675,2947918.99894935
CAL-133545,Active,Live Entertainment,2014-09-12,2023-12-31,Cent'Anni Corp.,Victoria's Diner,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 THERE BE NO FLOOR SHOW ESTABLISHMENT 3 DOORS WINDOWS MUST KEPT CLOSED WHILE LIVE ENTERTAINMENT ONGOING PREVENT EMANATION NOISE SHUT AFTER 11 00 PM REGARDLESS TYPE BEING OFFERED SOUND NOT EXCEED 70 DECIBELS ANY TIME 50 BETWEEN P M 7 PER CITY BOSTON S ORDINANCE,,Damian Marciante,Damian Marciante,(617)442-5965,,1024-   Massachusetts AVE,Roxbury,MA,02118,773306.898459911,2944510.17065817
CAL-133547,Active,Night Club,2014-09-12,2023-12-31,Original Stockyard LLC,Stockyard,1 Outdoor speakers permitted Entertainment is not to exceed 70 decibels any time may 50 after 11 p m until 7a per city Boston Noise Ordinance,,Michael Conlon,Michael Conlon,(617)720-1152,,135-   Market ST,Brighton,MA,02134,751149.253863275,2955599.8056765
CAL-133548,Active,Non-Live Entertainment,2014-09-12,2023-12-31,"Shanti Boston, LLC",Shanti,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Solmon Chowdhury,Solmon Chowdhury,(617)438-2399,(617)438-2399,4197-4197C   Washington ST,Roslindale,MA,02132,756915.86974065,2929908.60066058
CAL-133549,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Tow Pier 6 Restaurant Group LLC,Pier 6,1 Background music two 2 TVs permitted on outside patio Sound must be volume levels so as to considered called directed sound only audible persons Refer Inspection Certificate Place Assembly permit capacity 3 Entertainment is not exceed 70 decibels any time 50 between 11 p m 7 per city Boston s noise ordinance,"1 Eighth Street, Charlestown, MA 02129",C Charles Larner III,C Charles Larner III,(857)284-7382,,1-  Eighth ST,Charlestown,MA,02129,777738.913611859,2961334.10974143
CAL-133550,Active,Non-Live Entertainment,2014-09-12,2023-12-31,Cafe Gigu,Cafe Gigu,1 Entertainment is NOT permitted outside 2 Noise levels not to exceed 70 decibels any time per city Boston s noise ordinance may 50 between 11pm 7am,,Gina Guerrero,Gina Guerrero,(617)306-5180,(617)561-4452,102-   Meridian ST,East Boston,MA,02128,780683.039650783,2961188.63396971
CAL-133551,Active,Live Entertainment,2014-09-12,2023-12-31,"Columbus Fish and Oyster, LLC",Ostra,1 INSTRUMENTAL MUSIC IS LIMITED TO ONE PIANO PLAYER 2 SUNDAY THROUGH THURSDAY ENTERTAINMENT MUST CEASE 10 00 PM 3 FRIDAY SATURDAY 12 AM 4 NOT PERMITTED OUTSIDE 5 ALL WINDOWS DOORS BE CLOSED DURING LIVE 6 SOUND EXCEED 70 DECIBELS ANY TIME 50 BETWEEN 11 P M 7 PER CITY BOSTON S NOISE ORDINANCE,,MITCHELL RANDALL,MITCHELL RANDALL,,,1     Charles St South ST,Boston,MA,02116,773093.747835711,2953426.99197848
